Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
ATRO,Astronics Corporation,9.32,$286.64M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",7.44,$53.29M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,3.25,$24.62M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,6.62,$104.23M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/asur,
AACG,ATA Creativity Global,1.71,$54.27M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg,
ATRA,"Atara Biotherapeutics, Inc.",13.67,$1.01B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra,
ATNX,"Athenex, Inc.",12.43,$1.01B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",3.08,$606.1M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx,
ATIF,ATIF Holdings Limited,1.88,$88.39M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif,
AAME,Atlantic American Corporation,1.74,$35.56M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",10.92,$234.35M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi,
AUB,Atlantic Union Bankshares Corporation,22.015,$1.73B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aub,
AY,Atlantica Sustainable Infrastructure plc,29.32,$2.98B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,9.94,$157.71M,1995,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,49.9,$1.3B,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww,
AFH,"Atlas Financial Holdings, Inc.",0.5847,$6.98M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afh,
ATCX,"Atlas Technical Consultants, Inc.",8,$46.14M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atcx,
TEAM,Atlassian Corporation Plc,172.86,$42.42B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",59.42,$949.59M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,9.7,$192.15M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom,
ATOS,"Atossa Therapeutics, Inc.",4.24,$39.04M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos,
BCEL,"Atreca, Inc.",14.96,$421.92M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel,
ATRC,"AtriCure, Inc.",46.37,$1.86B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,667.33,$1.23B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri,
LIFE,"aTyr Pharma, Inc.",5.09,$47.64M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",45.77,$163.22M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn,
AUDC,AudioCodes Ltd.,37.71,$1.13B,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc,
AEYE,"AudioEye, Inc.",15.38,$136.81M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye,
AUPH,Aurinia Pharmaceuticals Inc,14.77,$1.66B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding Ltd.,0.9632,$4.58M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears,
JG,Aurora Mobile Limited,1.74,$201.36M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg,
ADSK,"Autodesk, Inc.",237.7,$52.1B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk,
AUTL,Autolus Therapeutics plc,16.11,$841.69M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl,
ADP,"Automatic Data Processing, Inc.",147.6,$63.43B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/adp,
AUTO,"AutoWeb, Inc.",1.89,$24.85M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto,
AVDL,Avadel Pharmaceuticals plc,8.35,$485.38M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdl,
AVCO,Avalon GloboCare Corp.,1.66,$131.75M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/avco,
ATXI,"Avenue Therapeutics, Inc.",10.24,$170.83M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atxi,
AVEO,"AVEO Pharmaceuticals, Inc.",4.58,$118.19M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aveo,
AVNW,"Aviat Networks, Inc.",20.19,$108.89M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/avnw,
CDMO,"Avid Bioservices, Inc.",7.505,$424.12M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo,
AVID,"Avid Technology, Inc.",7.54,$329.48M,1993,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avid,
RNA,"Avidity Biosciences, Inc.",25.89,$915.23M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rna,
AVGR,"Avinger, Inc.",0.362,$18.58M,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/avgr,
CAR,"Avis Budget Group, Inc.",29.75,$2.07B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car,
RCEL,"Avita Therapeutics, Inc.",22.5,$2.4B,n/a,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel,
AVT,"Avnet, Inc.",25.91,$2.56B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/avt,
AVRO,"AVROBIO, Inc.",18.4,$663.05M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/avro,
AWRE,"Aware, Inc.",3.48,$74.9M,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/awre,
ACLS,"Axcelis Technologies, Inc.",28.14,$925.11M,2000,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acls,
AXLA,Axcella Health Inc.,5.11,$183.14M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/axla,
AXGN,"AxoGen, Inc.",12,$477.14M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/axgn,
AAXN,"Axon Enterprise, Inc.",90.72,$5.43B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aaxn,
AXNX,"Axonics Modulation Technologies, Inc.",40,$1.56B,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/axnx,
AXGT,Axovant Gene Therapies Ltd.,3.38,$136.34M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axgt,
AXSM,"Axsome Therapeutics, Inc.",81.65,$3.03B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axsm,
AXTI,AXT Inc,4.83,$197.29M,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/axti,
AYLA,"Ayala Pharmaceuticals, Inc.",12.5,$159.74M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ayla,
AYRO,"AYRO, Inc.",4.4,$86.41M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ayro,
AYTU,"Aytu BioScience, Inc.",1.38,$166.45M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aytu,
AZRX,"AzurRx BioPharma, Inc.",0.928,$26.17M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azrx,
BCOM,B Communications Ltd.,2.23,$259.39M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/bcom,
RILY,"B. Riley Financial, Inc.",22.39,$578.27M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rily,
BOSC,B.O.S. Better Online Solutions,2.81,$11.96M,n/a,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/bosc,
BIDU,"Baidu, Inc.",122.77,$42.31B,2005,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/bidu,
BCPC,Balchem Corporation,99.71,$3.22B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bcpc,
BLDP,"Ballard Power Systems, Inc.",19.515,$4.76B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bldp,
BANF,BancFirst Corporation,39.57,$1.29B,1993,Finance,Major Banks,https://old.nasdaq.com/symbol/banf,
BCTF,"Bancorp 34, Inc.",11.305,$36.27M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bctf,
BAND,Bandwidth Inc.,126.48,$2.99B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/band,
BFC,Bank First Corporation,63.58,$491.63M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bfc,
BOCH,Bank of Commerce Holdings (CA),7.51,$125.71M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/boch,
BMRC,Bank of Marin Bancorp,31.91,$433.04M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bmrc,
BKSC,Bank of South Carolina Corp.,16.3,$90.15M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bksc,
BOTJ,"Bank of the James Financial Group, Inc.",9.25,$40.14M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/botj,
OZK,Bank OZK,23.41,$3.03B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ozk,
BSVN,Bank7 Corp.,9.85,$90.88M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/bsvn,
BFIN,BankFinancial Corporation,7.52,$113.12M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bfin,
BWFG,"Bankwell Financial Group, Inc.",15.83,$124.6M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/bwfg,
BANR,Banner Corporation,35.41,$1.24B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/banr,
BZUN,Baozun Inc.,39.13,$2.47B,2015,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bzun,
DFVL,Barclays PLC,100.6681,$7.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfvl,
DFVS,Barclays PLC,13.46,$1.83M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfvs,
DTUL,Barclays PLC,74.775,$6.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtul,
DTUS,Barclays PLC,21.835,$2.81M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtus,
DTYL,Barclays PLC,98.145,$6.26M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dtyl,
FLAT,Barclays PLC,70.97,$4.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/flat,
STPP,Barclays PLC,25.02,$3.68M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stpp,
TAPR,Barclays PLC,69.345,$42.06M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tapr,
BBSI,"Barrett Business Services, Inc.",54.26,$408.96M,1993,Technology,Professional Services,https://old.nasdaq.com/symbol/bbsi,
GOLD,Barrick Gold Corporation,27.34,$48.61B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gold,
BSET,"Bassett Furniture Industries, Incorporated",8.43,$84.26M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/bset,
BXRX,"Baudax Bio, Inc.",3.45,$60.62M,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/bxrx,
BCML,BayCom Corp,12.37,$151.28M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/bcml,
BBQ,"BBQ Holdings, Inc. ",3.15,$29.24M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bbq,
BCBP,"BCB Bancorp, Inc. (NJ)",8.8,$151.93M,2005,Finance,Savings Institutions,https://old.nasdaq.com/symbol/bcbp,
BECN,"Beacon Roofing Supply, Inc.",28.555,$1.98B,2004,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/becn,
BEAM,Beam Therapeutics Inc.,23.66,$1.22B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/beam,
BBGI,"Beasley Broadcast Group, Inc.",2.09,$61.23M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/bbgi,
BBBY,Bed Bath & Beyond Inc.,9.22,$1.17B,1992,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/bbby,
BGNE,"BeiGene, Ltd.",248.67,$19.46B,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bgne,
BELFA,Bel Fuse Inc.,10.5995,$130.01M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/belfa,
BELFB,Bel Fuse Inc.,10.67,$130.87M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/belfb,
BLPH,"Bellerophon Therapeutics, Inc.",13.44,$127.65M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/blph,
BLCM,"Bellicum Pharmaceuticals, Inc.",7.55,$38.13M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/blcm,
BLU,BELLUS Health Inc.,2.69,$162.07M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/blu,
BNFT,"Benefitfocus, Inc.",11.04,$354.46M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bnft,
BFYT,"Benefytt Technologies, Inc.",31,$441.91M,2013,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/bfyt,
BNTC,Benitec Biopharma Inc.,7.8,$3.76B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bntc,
BLI,"Berkeley Lights, Inc.",65.45,$3.99B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bli,
BRY,Berry Corporation (bry),4.54,$362.1M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bry,
BWMX,"Betterware de Mexico, S.A.P.I de C.V.",8.0001,$275.61M,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bwmx,
XAIR,"Beyond Air, Inc.",5.95,$100.21M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/xair,
BYND,"Beyond Meat, Inc.",128.27,$7.98B,2019,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bynd,
BYSI,"BeyondSpring, Inc.",13.71,$412.79M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bysi,
BGCP,"BGC Partners, Inc.",2.825,$1.01B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/bgcp,
BCYC,Bicycle Therapeutics plc,17.2,$311.11M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcyc,
BGFV,Big 5 Sporting Goods Corporation,3.14,$68.55M,2002,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/bgfv,
BRPA,Big Rock Partners Acquisition Corp.,10.7,$29.06M,2017,Finance,Business Services,https://old.nasdaq.com/symbol/brpa,
BILI,Bilibili Inc.,41.9,$14.47B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/bili,
BASI,"Bioanalytical Systems, Inc.",5.01,$54.43M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/basi,
BCDA,"BioCardia, Inc.",2.38,$29.33M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bcda,
BIOC,"Biocept, Inc.",0.6828,$89.52M,2014,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/bioc,
BCRX,"BioCryst Pharmaceuticals, Inc.",5.035,$888.18M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bcrx,
BDSI,"BioDelivery Sciences International, Inc.",4.47,$447.74M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bdsi,
BFRA,Biofrontera AG,6.01,$134.77M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bfra,
BIIB,Biogen Inc.,281.88,$46B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/biib,
BHTG,"BioHiTech Global, Inc.",2,$34.87M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/bhtg,
BKYI,"BIO-key International, Inc.",1.02,$22.62M,n/a,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/bkyi,
BIOL,"Biolase, Inc.",0.47,$23.66M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/biol,
BLFS,"BioLife Solutions, Inc.",19.55,$624.3M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/blfs,
BLRX,BioLineRx Ltd.,1.82,$35.97M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/blrx,
BMRN,BioMarin Pharmaceutical Inc.,128.21,$23.19B,1999,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bmrn,
BMRA,"Biomerica, Inc.",10.96,$123.9M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bmra,
BNGO,"Bionano Genomics, Inc.",0.6178,$51.84M,2018,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bngo,
BVXV,BiondVax Pharmaceuticals Ltd.,45.22,$520.96M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bvxv,
BNTX,BioNTech SE,85.25,$19.33B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bntx,
BPTH,"Bio-Path Holdings, Inc.",5.49,$20.27M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bpth,
BSGM,"BioSig Technologies, Inc.",8.29,$234.96M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/bsgm,
BSTC,BioSpecifics Technologies Corp,67.15,$493.21M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bstc,
TECH,Bio-Techne Corp,279.76,$10.69B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tech,
BEAT,"BioTelemetry, Inc.",41.67,$1.42B,2008,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/beat,
BTAI,"BioXcel Therapeutics, Inc.",52.99,$1.07B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/btai,
BJRI,"BJ&#39;s Restaurants, Inc.",18.54,$412.72M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/bjri,
BDTX,"Black Diamond Therapeutics, Inc.",29.35,$1.05B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bdtx,
BLKB,"Blackbaud, Inc.",54.3,$2.69B,2004,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/blkb,
BL,"BlackLine, Inc.",85.11,$4.8B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bl,
BKCC,BlackRock Capital Investment Corporation,2.52,$171.71M,2007,n/a,n/a,https://old.nasdaq.com/symbol/bkcc,
TCPC,BlackRock TCP Capital Corp.,9.21,$532.03M,2012,n/a,n/a,https://old.nasdaq.com/symbol/tcpc,
BLNK,Blink Charging Co.,6.46,$199.95M,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/blnk,
BLMN,"Bloomin&#39; Brands, Inc.",10.455,$914.67M,2012,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/blmn,
BCOR,"Blucora, Inc.",11.69,$559.36M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/bcor,
BLBD,Blue Bird Corporation,13.4,$362.17M,2014,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/blbd,
BHAT,Blue Hat Interactive Entertainment Technology,1.5,$52.71M,2019,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/bhat,
BLUE,"bluebird bio, Inc.",66.24,$3.69B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/blue,
BLCT,BlueCity Holdings Limited,17.8,$634.59M,2020,Technology,EDP Services,https://old.nasdaq.com/symbol/blct,
BKEP,"Blueknight Energy Partners L.P., L.L.C.",1.44,$59.09M,2011,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/bkep,
BPMC,Blueprint Medicines Corporation,77.67,$4.21B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bpmc,
BMCH,"BMC Stock Holdings, Inc.",26.01,$1.74B,2013,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bmch,
BSBK,Bogota Financial Corp.,8.37,$110.13M,2020,Finance,Banks,https://old.nasdaq.com/symbol/bsbk,
WIFI,"Boingo Wireless, Inc.",14.09,$624.55M,2011,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/wifi,
BOKF,BOK Financial Corporation,51.88,$3.65B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bokf,
BNSO,"Bonso Electronics International, Inc.",2.89,$13.38M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bnso,
BKNG,Booking Holdings Inc.,1732.19,$70.9B,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/bkng,
BIMI,BOQI International Medical Inc.,2.05,$21.29M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/bimi,
BRQS,"Borqs Technologies, Inc. ",0.85,$34.11M,2015,Technology,EDP Services,https://old.nasdaq.com/symbol/brqs,
BOMN,Boston Omaha Corporation,15.73,$428.35M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/bomn,
BPFH,"Boston Private Financial Holdings, Inc.",5.82,$476.08M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bpfh,
EPAY,"Bottomline Technologies, Inc.",48.99,$2.15B,1999,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/epay,
BOXL,Boxlight Corporation,3.67,$116.92M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/boxl,
BCLI,Brainstorm Cell Therapeutics Inc.,14.58,$429.25M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bcli,
BWAY,Brainsway Ltd.,5.77,$64.19M,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bway,
BBI,"Brickell Biotech, Inc.",0.9038,$8.74M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bbi,
BDGE,"Bridge Bancorp, Inc.",18.39,$362.91M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bdge,
BBIO,"BridgeBio Pharma, Inc.",31.53,$3.83B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bbio,
BLIN          ,"Bridgeline Digital, Inc.",1.86,$8.1M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/blin,
BWB,"Bridgewater Bancshares, Inc.",9.5,$273.89M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/bwb,
BRID,Bridgford Foods Corporation,17,$154.31M,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/brid,
BCOV,Brightcove Inc.,7.91,$308.31M,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/bcov,
BHF,"Brighthouse Financial, Inc.",29.19,$2.74B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/bhf,
AVGO,Broadcom Inc.,312.71,$125.77B,2009,Technology,Semiconductors,https://old.nasdaq.com/symbol/avgo,
BYFC,Broadway Financial Corporation,2.07,$58.04M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/byfc,
BWEN,"Broadwind, Inc.",4.91,$81.7M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/bwen,
BROG,Brooge Energy Limited ,9.9859,$1.09B,2018,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/brog,
BPY,Brookfield Property Partners L.P.,11.18,$10.39B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/bpy,
BPYU,Brookfield Property REIT Inc.,11.25,$628.88M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bpyu,
BRKL,"Brookline Bancorp, Inc.",9.5,$749.73M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/brkl,
BRKS,"Brooks Automation, Inc.",45.11,$3.33B,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/brks,
BRP,"BRP Group, Inc.",16.66,$1.31B,2019,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/brp,
DOOO,BRP Inc.,41.52,$3.62B,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/dooo,
BRKR,Bruker Corporation,43.04,$6.64B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/brkr,
BMTC,Bryn Mawr Bank Corporation,26.275,$523.56M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bmtc,
BSQR,BSQUARE Corporation,1.48,$19.39M,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/bsqr,
BLDR,"Builders FirstSource, Inc.",22.05,$2.57B,2005,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bldr,
BNR,Burning Rock Biotech Limited,28.43,$2.89B,2020,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/bnr,
BFST,"Business First Bancshares, Inc.",14.09,$291.2M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bfst,
CFFI,C&F Financial Corporation,29.1,$106.15M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cffi,
CHRW,"C.H. Robinson Worldwide, Inc.",86.28,$11.61B,1997,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/chrw,
CABA,"Cabaletta Bio, Inc.",13.24,$318.21M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/caba,
CCMP,Cabot Microelectronics Corporation,141.53,$4.11B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/ccmp,
